allowed_surfaces,blocked_surfaces,bytes,extension,family_id,family_label,filename,notes,relative_path,sha256
pc_reference|chart_lab|control_center_separate|control_center_embedded|visual_os,tablet_productive|pos_checkout|checkout|web_eit_public,1191,.svg,storm_graphite_dark_showcase,Storm / Graphite Dark Showcase,aurora-slate-veil.svg,"Premium oscuro para showcase, Visual OS, Chart Lab y PC referencia. No POS/Checkout. Hits: aurora, slate, aurora-slate",tools/prisma-surface-visual-governor/public-mirrors/tablet/tablet-light-shell/pilot-05/atmosphere-assets/backgrounds/aurora-slate-veil.svg,7eacb0164fe1c392c9dcb71a0e08ac184ce6b5698e841b7f201577c6656898be
pc_reference|chart_lab|control_center_separate|control_center_embedded|visual_os,tablet_productive|pos_checkout|checkout|web_eit_public,959,.svg,storm_graphite_dark_showcase,Storm / Graphite Dark Showcase,obsidian-cloud-motion.svg,"Premium oscuro para showcase, Visual OS, Chart Lab y PC referencia. No POS/Checkout. Hits: obsidian, obsidian-cloud",tools/prisma-surface-visual-governor/public-mirrors/tablet/tablet-light-shell/pilot-05/atmosphere-assets/backgrounds/obsidian-cloud-motion.svg,6ab40acf7fa6360d5dd65346b6046490f93d4072d37a519ec01d7a61795f9a5a
pc_reference|chart_lab|control_center_separate|control_center_embedded|visual_os,tablet_productive|pos_checkout|checkout|web_eit_public,173999,.jpg,storm_graphite_dark_showcase,Storm / Graphite Dark Showcase,storm-cloud-operations-real.jpg,"Premium oscuro para showcase, Visual OS, Chart Lab y PC referencia. No POS/Checkout. Hits: storm, storm-cloud",tools/prisma-surface-visual-governor/public-mirrors/tablet/tablet-light-shell/pilot-05/atmosphere-assets/backgrounds/storm-cloud-operations-real.jpg,9245d5f589df75a53a2e3509a5a5971ea14d2fe9366cde1e083586e917c35219
pc_reference|chart_lab|control_center_separate|control_center_embedded|visual_os,tablet_productive|pos_checkout|checkout|web_eit_public,1286,.svg,storm_graphite_dark_showcase,Storm / Graphite Dark Showcase,storm-glass-horizon.svg,"Premium oscuro para showcase, Visual OS, Chart Lab y PC referencia. No POS/Checkout. Hits: storm, storm-glass",tools/prisma-surface-visual-governor/public-mirrors/tablet/tablet-light-shell/pilot-05/atmosphere-assets/backgrounds/storm-glass-horizon.svg,89ce674e6d9a4f9474330b7b008e930b5e8eec2d7bc15cb94ea47e0a93dcf951
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",products/chart-lab/app/public/surface-visual-governor/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",products/mobile/app/public/surface-visual-governor/mobile-thin-mist-shell/latest/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",products/mobile/app/public/surface-visual-governor/mobile-thin-mist-shell/pilot-09/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",products/pc/app/public/surface-visual-governor/dashboard/latest/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",products/pc/app/public/surface-visual-governor/dashboard/pilot-04/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",products/pc/app/public/surface-visual-governor/reference-visual/latest/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",products/pc/app/public/surface-visual-governor/reference-visual/pilot-03/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",products/tablet/app/public/surface-visual-governor/checkout-light-safe-shell/latest/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",products/tablet/app/public/surface-visual-governor/checkout-light-safe-shell/pilot-08/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",products/tablet/app/public/surface-visual-governor/pos-light-safe-shell/latest/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",products/tablet/app/public/surface-visual-governor/pos-light-safe-shell/pilot-07/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray, tablet-light",products/tablet/app/public/surface-visual-governor/tablet-light-shell/latest/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray, tablet-light",products/tablet/app/public/surface-visual-governor/tablet-light-shell/pilot-05/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray, tablet-light",products/tablet/app/public/visual-os/tablet-light-visual-preset-engine/assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",tools/prisma-surface-visual-governor/public-mirrors/chart-lab/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",tools/prisma-surface-visual-governor/public-mirrors/mobile/mobile-thin-mist-shell/latest/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",tools/prisma-surface-visual-governor/public-mirrors/mobile/mobile-thin-mist-shell/pilot-09/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",tools/prisma-surface-visual-governor/public-mirrors/pc/dashboard/latest/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",tools/prisma-surface-visual-governor/public-mirrors/pc/dashboard/pilot-04/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",tools/prisma-surface-visual-governor/public-mirrors/pc/reference-visual/latest/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",tools/prisma-surface-visual-governor/public-mirrors/pc/reference-visual/pilot-03/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",tools/prisma-surface-visual-governor/public-mirrors/tablet/checkout-light-safe-shell/latest/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",tools/prisma-surface-visual-governor/public-mirrors/tablet/checkout-light-safe-shell/pilot-08/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",tools/prisma-surface-visual-governor/public-mirrors/tablet/pos-light-safe-shell/latest/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray",tools/prisma-surface-visual-governor/public-mirrors/tablet/pos-light-safe-shell/pilot-07/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray, tablet-light",tools/prisma-surface-visual-governor/public-mirrors/tablet/tablet-light-shell/latest/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
tablet_productive|tablet_settings|tablet_sync|mobile,pc_dark_showcase,1335,.svg,tablet_light_soft_clouds,Tablet Light Soft Clouds,tablet-soft-gray-clouds.svg,"Light-first para Tablet productiva. POS sólo con gate explícito. Hits: tablet-soft-gray-clouds, soft-gray, tablet-light",tools/prisma-surface-visual-governor/public-mirrors/tablet/tablet-light-shell/pilot-05/atmosphere-assets/backgrounds/tablet-soft-gray-clouds.svg,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
,,70889,.svg,unclassified_visual_asset,Unclassified visual asset,dependency_graph_package_silver_frost_cyan_terminal-de-venta-system_20260518_164438.svg,"Asset visual detectado, pero requiere decisión humana antes de usarse.",_dependency_graphs/dependency_graph_package_silver_frost_cyan_terminal-de-venta-system_20260518_164438.svg,348db9c243c1be4bc9981fa04e2a0af463c00c7c95f229855217f514755448ef
,,109287,.svg,unclassified_visual_asset,Unclassified visual asset,visual_control_map_terminal-de-venta-system_silver_frost_cyan_20260518_164438.svg,"Asset visual detectado, pero requiere decisión humana antes de usarse.",_dependency_graphs/visual_control_map_terminal-de-venta-system_silver_frost_cyan_20260518_164438.svg,0b1d3ec44c74820dad54397a1b01ea020a15faba7702497abdb5e5963539febc
,,104448,.png,unclassified_visual_asset,Unclassified visual asset,checkout_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t01/checkout_preview.png,3a5b37ab3450f12436564592ec02500c7fab3e1a52bde2b89b1843cd23a4b931
,,105748,.png,unclassified_visual_asset,Unclassified visual asset,sales_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t01/sales_preview.png,41aabd7532ab2a6baed4c3b96f19663a81c0b3914cd7e3556c0af5b12be2b9fe
,,1094306,.png,unclassified_visual_asset,Unclassified visual asset,returns_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t02/returns_preview.png,c06804daa7377eeb5c7b6a4fb3643fd6dd0acbaa9bf510b3a46fffbb2c5d5212
,,1087837,.png,unclassified_visual_asset,Unclassified visual asset,shift_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t02/shift_preview.png,ad9cad57aa7ac2a332421a36b9a8e585e6f60f4b38ac831f10b3361b6a8b1021
,,105995,.png,unclassified_visual_asset,Unclassified visual asset,offline_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t03/offline_preview.png,a3626130e813e69a5c4a78ae602b338101edf08f15ab6f1acc8ed89bcc774f62
,,105995,.png,unclassified_visual_asset,Unclassified visual asset,sync_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t03/sync_preview.png,a3626130e813e69a5c4a78ae602b338101edf08f15ab6f1acc8ed89bcc774f62
,,100539,.png,unclassified_visual_asset,Unclassified visual asset,checkout_stock_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t04/checkout_stock_preview.png,f5b180af6be512e8d13e9c60a8ab8f1e4376fc4d958288717d4a269292dfccaa
,,98913,.png,unclassified_visual_asset,Unclassified visual asset,sales_stock_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t04/sales_stock_preview.png,d6dc6c045f6c01a0bda2b89b5f7898f5080f79314391721170a6e8171a446129
,,94436,.png,unclassified_visual_asset,Unclassified visual asset,stock_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t04/stock_preview.png,a69d13d6ab7a1553a82006746f81898e307a330d010b626c8608b7099a996566
,,68758,.png,unclassified_visual_asset,Unclassified visual asset,dashboard_home_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t05/dashboard_home_preview.png,7aea906a95fe8f70cf5ff12475b173e948168637cd964e85063cf6a80db73683
,,67981,.png,unclassified_visual_asset,Unclassified visual asset,dashboard_risks_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t05/dashboard_risks_preview.png,3af2a5c244f06d756003e642d6f309d22e067d88eadbc28b1b9999a723d10b4d
,,68286,.png,unclassified_visual_asset,Unclassified visual asset,dashboard_sync_stock_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t05/dashboard_sync_stock_preview.png,d3d7e7926159067f716ba5990acf21afe94ef2527af200aa53c8ea11c5aee71f
,,797667,.png,unclassified_visual_asset,Unclassified visual asset,fallback_evidence.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t06/fallback_evidence.png,36d52cd59b683c84cf5f8b10cf1c117cd508b66ffee4a443c7c4dbe517a0b5c4
,,20882,.png,unclassified_visual_asset,Unclassified visual asset,home_hardening_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t06/home_hardening_preview.png,edcf239320f22700bea3464758cca5df10d73679c6dd729dd60add6c187639e6
,,21128,.png,unclassified_visual_asset,Unclassified visual asset,not_found_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t06/not_found_preview.png,94554a42b5083259d1155fee5f36fc05298f8efb4d351119402c361ac4c443e4
,,797462,.png,unclassified_visual_asset,Unclassified visual asset,operator_flow_evidence.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t06/operator_flow_evidence.png,ad6bd67c60872e1b34b150d10fa5b442e63e1a9eca3252a2dc84fc83e638a9ed
,,797742,.png,unclassified_visual_asset,Unclassified visual asset,release_gate_evidence.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t06/release_gate_evidence.png,27112372126a190b1d6f3b61c437875bfeab078957649019caf714167e5194dd
,,20935,.png,unclassified_visual_asset,Unclassified visual asset,runtime_error_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t06/runtime_error_preview.png,90c152d5bacfb68699055bcc9ef0ef3cf7b0c0c5a4259a99fb1c3a22058e6b05
,,84273,.png,unclassified_visual_asset,Unclassified visual asset,checkout_rail_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t07/checkout_rail_preview.png,f22ddd2f0b12cd4f738e940393870e2e1d63cf0eaa84a49134c1350b45003f9a
,,84270,.png,unclassified_visual_asset,Unclassified visual asset,home_ux_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t07/home_ux_preview.png,9729bbcafcf085b83570962ab7a96dfcca5c0b7e1e432626860428beada3aa24
,,84391,.png,unclassified_visual_asset,Unclassified visual asset,sales_fastlane_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t07/sales_fastlane_preview.png,c75b99da0d6b2a4860fd7ff1b3c91e4511a0dd49b4c52123b36f1f3a632ce922
,,84803,.png,unclassified_visual_asset,Unclassified visual asset,shift_returns_preview.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",products/tablet/app/docs/qa/t07/shift_returns_preview.png,40a03c5febf688b7201ba905cd9d1bd985745f3b2544a6da54c6ce34852c00be
,,426148,.png,unclassified_visual_asset,Unclassified visual asset,chart-lab-controls-causal.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",tools/_local/evidence/chart-lab/screenshots/chart-lab-controls-causal.png,3a750fbe97a34c574eafd69c33b5e38408842f6592cb11be0352d07cba263068
,,433794,.png,unclassified_visual_asset,Unclassified visual asset,chart-lab-landing.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",tools/_local/evidence/chart-lab/screenshots/chart-lab-landing.png,5bcadfc370477d88d609b0fed846d6f0fb6ccff9b8eb7280bd4d78f4c3099706
,,444001,.png,unclassified_visual_asset,Unclassified visual asset,chart-lab-passport.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",tools/_local/evidence/chart-lab/screenshots/chart-lab-passport.png,070b6f3e69557d4393d04046c83f790090296be33622dd09b57f6986d2d85f89
,,408352,.png,unclassified_visual_asset,Unclassified visual asset,chart-lab-tablet-viewport.png,"Asset visual detectado, pero requiere decisión humana antes de usarse.",tools/_local/evidence/chart-lab/screenshots/chart-lab-tablet-viewport.png,86c16e4c8675e3370afa03eca802cb7eaf8eae8c3273b82bc290a5c86d6726a6
web_eit_public,showcase|demo,454535,.png,web_eit_sober,Web/EIT Public Sober,prisma-logo-full.png,Público sobrio. Nada de exceso visual. Hits: public,products/chart-lab/app/public/brand/prisma-logo-full.png,bbb8a3b81bb2afdfce13d37d450eee9c760e668b253e668a59d01397507cc728
web_eit_public,showcase|demo,25567,.png,web_eit_sober,Web/EIT Public Sober,prisma-prism-mark-192.png,Público sobrio. Nada de exceso visual. Hits: public,products/chart-lab/app/public/brand/prisma-prism-mark-192.png,07e11278cac4235dea7592f7d106e573b64d68b31648dc7d7d0f3cd0086e4543
web_eit_public,showcase|demo,250924,.png,web_eit_sober,Web/EIT Public Sober,prisma-prism-mark.png,Público sobrio. Nada de exceso visual. Hits: public,products/chart-lab/app/public/brand/prisma-prism-mark.png,6660d8dd1b5425fdd7cca3adef9d9455f83188225eb638cb907c250538fdc9f6
web_eit_public,showcase|demo,787,.svg,web_eit_sober,Web/EIT Public Sober,favicon.svg,Público sobrio. Nada de exceso visual. Hits: public,products/chart-lab/app/public/favicon.svg,6a251dca0a806a9a4a8c2020db097b6f0532f15c80473cd646ba52244d85e162
web_eit_public,showcase|demo,15348,.png,web_eit_sober,Web/EIT Public Sober,prisma-logo-main.png,Público sobrio. Nada de exceso visual. Hits: public,products/pc/app/public/brand/prisma-logo-main.png,d69e4c76cfe5d74cd1aca6f97ae96a2b64b32c801230b48d4e36ce4344be03e6
web_eit_public,showcase|demo,1578065,.png,web_eit_sober,Web/EIT Public Sober,prisma-logo-official.png,Público sobrio. Nada de exceso visual. Hits: public,products/pc/app/public/brand/prisma-logo-official.png,df70ef209ccdaf3730983f167321eacdf7fd66b89e78bb30daddf202db0a26ed
web_eit_public,showcase|demo,715,.svg,web_eit_sober,Web/EIT Public Sober,prisma-mark.svg,Público sobrio. Nada de exceso visual. Hits: public,products/pc/app/public/brand/prisma-mark.svg,5b3e2aec523a71ded3a955b2b1d54cdc04631eadebba8156aaab6213c3b69108
web_eit_public,showcase|demo,2649,.svg,web_eit_sober,Web/EIT Public Sober,prisma-ecosystem.svg,Público sobrio. Nada de exceso visual. Hits: public,products/pc/app/public/landing/prisma-ecosystem.svg,cfdfffcc4b5317522946ad7e270c8644d5cea8e680435178eb5044cc2e575045
web_eit_public,showcase|demo,1339697,.png,web_eit_sober,Web/EIT Public Sober,prisma-home-hero-commercial.png,Público sobrio. Nada de exceso visual. Hits: public,products/pc/app/public/landing/prisma-home-hero-commercial.png,2ca9b03a4585e1e388b23812a104a54f01105416f49f127cde4432b3b437aa75
web_eit_public,showcase|demo,2183,.svg,web_eit_sober,Web/EIT Public Sober,prisma-multistore-map.svg,Público sobrio. Nada de exceso visual. Hits: public,products/pc/app/public/landing/prisma-multistore-map.svg,4dfb52f1fbb402e4ed03cbb25b9f7d6411bc4be945cdebfc8e98ee498ebcec03
web_eit_public,showcase|demo,1573777,.png,web_eit_sober,Web/EIT Public Sober,prisma-multisucursal-control-total.png,Público sobrio. Nada de exceso visual. Hits: public,products/pc/app/public/landing/prisma-multisucursal-control-total.png,0278a5109af7c11acedcdc9b5e21cc273bec4d39ff4d933cf9d3900920f599c8
web_eit_public,showcase|demo,1649742,.png,web_eit_sober,Web/EIT Public Sober,prisma-pc-controla-operacion.png,Público sobrio. Nada de exceso visual. Hits: public,products/pc/app/public/landing/prisma-pc-controla-operacion.png,0f181be06c4a94894247540018237e17a18b4219a48bd3a7ec78351b1891de03
web_eit_public,showcase|demo,1799391,.png,web_eit_sober,Web/EIT Public Sober,prisma-pos-vende-con-orden.png,Público sobrio. Nada de exceso visual. Hits: public,products/pc/app/public/landing/prisma-pos-vende-con-orden.png,94284971c39accf980a1ef3f40e0f094e6b917ce70ab38c1861bb890267666e1
web_eit_public,showcase|demo,2099,.svg,web_eit_sober,Web/EIT Public Sober,prisma-smart-replenishment.svg,Público sobrio. Nada de exceso visual. Hits: public,products/pc/app/public/landing/prisma-smart-replenishment.svg,083c257f5f83c79dbce1cb6b98a813f0e449dee2dcddca8873d15b25640af22f
