source,target,bytes,sha256
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\docs\surface-visual-governor\pilot-05-tablet-light-shell.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\docs\app-docs\tablet\pilot-05-tablet-light-shell.md,974,3b63b5d68e753267903774a429d1a8b863cf15c1fb5839aaf6f4f797657d4295
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\docs\surface-visual-governor\pilot-06-pos-final-gate-audit.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\docs\app-docs\tablet\pilot-06-pos-final-gate-audit.md,710,de98af5449d948e761a1fb445aeab3a64bfa98b07ff13a50a0d376c2cd8e035e
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\docs\surface-visual-governor\pilot-07-pos-light-safe-shell.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\docs\app-docs\tablet\pilot-07-pos-light-safe-shell.md,144,9ff0b47153227862727a9c98072da2aeb01ed9c4ef3ecc034c3edbe542a4936e
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\docs\surface-visual-governor\pilot-08-checkout-light-safe-shell.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\docs\app-docs\tablet\pilot-08-checkout-light-safe-shell.md,161,297fe07201e7f5afef175712bccea7bb627eb356d27e7c8f7154ac6602a310b3
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\index.json,961,51acefb2510f5eab0af1f1ddb82181be512207d386f21abf82cddda63e321465
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\materiality-catalog.pointer.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\materiality-catalog.pointer.json,340,4e4ce62f06e3d8b56bd507f28f7e718470d3b0ec4c06d14fd8a294ad04956664
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\README.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\README.md,285,1a30c3f51c1573d61f0f00dac0286d99ed75543764105a8cbdab25e9d994c7db
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\route-budget.tablet-light-shell.pilot-05.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\route-budget.tablet-light-shell.pilot-05.json,992,51801600d2e636bcea8981c3fe38a2e2a5a8b3970e782dcd34a9e0a750da808d
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\surface-twin.tablet-light-shell.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\surface-twin.tablet-light-shell.json,578,db43b1d13ace43a21fd56bf9f114b07f4f65baa1a84009a8a9d9a89e4578f61c
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\surface.compatibility.tablet-light-shell.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\surface.compatibility.tablet-light-shell.json,968,1db4c1fb8de95ae4a5e61e070dc0f8cac229459e5bc3bab85fa68ed302ba73d1
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\tablet-light-shell.tokens.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\tablet-light-shell.tokens.json,559,e4ac55eaaf2333f4ba045f6362af6941e859740a705cf3428b1aa9ae793b0e95
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\index.json,961,51acefb2510f5eab0af1f1ddb82181be512207d386f21abf82cddda63e321465
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\materiality-catalog.pointer.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\materiality-catalog.pointer.json,340,4e4ce62f06e3d8b56bd507f28f7e718470d3b0ec4c06d14fd8a294ad04956664
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\README.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\README.md,285,1a30c3f51c1573d61f0f00dac0286d99ed75543764105a8cbdab25e9d994c7db
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\route-budget.tablet-light-shell.pilot-05.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\route-budget.tablet-light-shell.pilot-05.json,992,51801600d2e636bcea8981c3fe38a2e2a5a8b3970e782dcd34a9e0a750da808d
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\surface-twin.tablet-light-shell.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\surface-twin.tablet-light-shell.json,578,db43b1d13ace43a21fd56bf9f114b07f4f65baa1a84009a8a9d9a89e4578f61c
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\surface.compatibility.tablet-light-shell.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\surface.compatibility.tablet-light-shell.json,968,1db4c1fb8de95ae4a5e61e070dc0f8cac229459e5bc3bab85fa68ed302ba73d1
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\tablet-light-shell.tokens.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\tablet-light-shell.tokens.json,559,e4ac55eaaf2333f4ba045f6362af6941e859740a705cf3428b1aa9ae793b0e95
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\recipe-export\background.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\recipe-export\background.recipe.json,41636,142bc802e6a8ec4c48f3f41a1ca0736ad14fe5554e01a41dd4c57be64345b60b
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\recipe-export\chart.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\recipe-export\chart.recipe.json,15232,e903c171d1b2eefa5c68b950c679d6a6810e6152874c2b1ad68ca347b3c0c430
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\recipe-export\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\recipe-export\index.json,13686,ef0f2bd5f1b9a341efcdd3ebd15cc08beb05d0ec38bfa60958b94370dc17a360
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\recipe-export\motion.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\recipe-export\motion.recipe.json,20929,708a6205b2c2f320ff5c3100e71bfcb195c75c36ef71fb4326e18ba649e51a10
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\recipe-export\surface.compatibility.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\recipe-export\surface.compatibility.json,15156,b31b35089eb47582cac70badef6855038caf3b824538b4d8d5ecf913e3e35fc3
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\recipe-export\ultra-codex.index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\recipe-export\ultra-codex.index.json,182924,fc2e678cbed96a9d0f78cd52800fd0a56aeb1bb19e69a4f365b1b42de988871f
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\recipe-export\visual.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\recipe-export\visual.recipe.json,49153,4cf134f52f4490e803bb6d71868137ba4b12631631551678674a0671b2722556
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\atmosphere-assets\backgrounds\aurora-slate-veil.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\atmosphere-assets\backgrounds\aurora-slate-veil.svg,1191,7eacb0164fe1c392c9dcb71a0e08ac184ce6b5698e841b7f201577c6656898be
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,2520,6ddc58de617baef084ab591d6d778bce59a7e96ab67d348a37a31309aa74824a
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,2918510,ba047f42db7038f9930a9473b73cffb9fe54fcd10c2b8e4382bce65f63d9171c
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,959,6ab40acf7fa6360d5dd65346b6046490f93d4072d37a519ec01d7a61795f9a5a
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,173999,9245d5f589df75a53a2e3509a5a5971ea14d2fe9366cde1e083586e917c35219
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\atmosphere-assets\backgrounds\storm-glass-horizon.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\atmosphere-assets\backgrounds\storm-glass-horizon.svg,1286,89ce674e6d9a4f9474330b7b008e930b5e8eec2d7bc15cb94ea47e0a93dcf951
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\pilot-05\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\pilot-05\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,1335,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\recipe-export\background.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\recipe-export\background.recipe.json,41636,142bc802e6a8ec4c48f3f41a1ca0736ad14fe5554e01a41dd4c57be64345b60b
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\recipe-export\chart.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\recipe-export\chart.recipe.json,15232,e903c171d1b2eefa5c68b950c679d6a6810e6152874c2b1ad68ca347b3c0c430
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\recipe-export\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\recipe-export\index.json,13686,ef0f2bd5f1b9a341efcdd3ebd15cc08beb05d0ec38bfa60958b94370dc17a360
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\recipe-export\motion.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\recipe-export\motion.recipe.json,20929,708a6205b2c2f320ff5c3100e71bfcb195c75c36ef71fb4326e18ba649e51a10
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\recipe-export\surface.compatibility.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\recipe-export\surface.compatibility.json,15156,b31b35089eb47582cac70badef6855038caf3b824538b4d8d5ecf913e3e35fc3
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\recipe-export\ultra-codex.index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\recipe-export\ultra-codex.index.json,182924,fc2e678cbed96a9d0f78cd52800fd0a56aeb1bb19e69a4f365b1b42de988871f
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\recipe-export\visual.recipe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\recipe-export\visual.recipe.json,49153,4cf134f52f4490e803bb6d71868137ba4b12631631551678674a0671b2722556
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\atmosphere-assets\backgrounds\aurora-slate-veil.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\atmosphere-assets\backgrounds\aurora-slate-veil.svg,1191,7eacb0164fe1c392c9dcb71a0e08ac184ce6b5698e841b7f201577c6656898be
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,2520,6ddc58de617baef084ab591d6d778bce59a7e96ab67d348a37a31309aa74824a
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,2918510,ba047f42db7038f9930a9473b73cffb9fe54fcd10c2b8e4382bce65f63d9171c
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,959,6ab40acf7fa6360d5dd65346b6046490f93d4072d37a519ec01d7a61795f9a5a
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,173999,9245d5f589df75a53a2e3509a5a5971ea14d2fe9366cde1e083586e917c35219
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\atmosphere-assets\backgrounds\storm-glass-horizon.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\atmosphere-assets\backgrounds\storm-glass-horizon.svg,1286,89ce674e6d9a4f9474330b7b008e930b5e8eec2d7bc15cb94ea47e0a93dcf951
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\tablet-light-shell\latest\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\tablet-light-shell\latest\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,1335,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\runtime-adapter\latest\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\runtime-adapter\latest\index.json,973,d0cc7eab2a2cedf51274ba6238368d75bd353719da9d203096a47a7316b35a3c
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\runtime-adapter\pilot-17\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\runtime-adapter\pilot-17\index.json,973,d0cc7eab2a2cedf51274ba6238368d75bd353719da9d203096a47a7316b35a3c
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\latest\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\latest\index.json,1711,3c3138d4f81e0ad644c7363407f0a1229a3bc4143edadb387748f6fc40efee99
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\latest\README.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\latest\README.md,130,8795687ca79169524015496f4da20b6ebe22d43315a8bf934b55acbb7c52c47a
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\latest\route.pos-light-safe-shell.pilot-07.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\latest\route.pos-light-safe-shell.pilot-07.json,548,ffdb40a6bf3b754b669785b01734e040015046ac5c2b3a34f95d9ad77021da35
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\latest\surface.compatibility.pos-light-safe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\latest\surface.compatibility.pos-light-safe.json,609,5b910db620a6ebd191e769dc42b1f7397e548f5766331638652a9e67df5bbaf5
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\pilot-07\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\pilot-07\index.json,1711,3c3138d4f81e0ad644c7363407f0a1229a3bc4143edadb387748f6fc40efee99
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\pilot-07\README.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\pilot-07\README.md,130,8795687ca79169524015496f4da20b6ebe22d43315a8bf934b55acbb7c52c47a
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\pilot-07\route.pos-light-safe-shell.pilot-07.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\pilot-07\route.pos-light-safe-shell.pilot-07.json,548,ffdb40a6bf3b754b669785b01734e040015046ac5c2b3a34f95d9ad77021da35
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\pilot-07\surface.compatibility.pos-light-safe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\pilot-07\surface.compatibility.pos-light-safe.json,609,5b910db620a6ebd191e769dc42b1f7397e548f5766331638652a9e67df5bbaf5
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\pilot-07\atmosphere-assets\backgrounds\aurora-slate-veil.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\pilot-07\atmosphere-assets\backgrounds\aurora-slate-veil.svg,1191,7eacb0164fe1c392c9dcb71a0e08ac184ce6b5698e841b7f201577c6656898be
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\pilot-07\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\pilot-07\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,2520,6ddc58de617baef084ab591d6d778bce59a7e96ab67d348a37a31309aa74824a
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\pilot-07\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\pilot-07\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,2918510,ba047f42db7038f9930a9473b73cffb9fe54fcd10c2b8e4382bce65f63d9171c
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\pilot-07\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\pilot-07\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,959,6ab40acf7fa6360d5dd65346b6046490f93d4072d37a519ec01d7a61795f9a5a
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\pilot-07\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\pilot-07\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,173999,9245d5f589df75a53a2e3509a5a5971ea14d2fe9366cde1e083586e917c35219
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\pilot-07\atmosphere-assets\backgrounds\storm-glass-horizon.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\pilot-07\atmosphere-assets\backgrounds\storm-glass-horizon.svg,1286,89ce674e6d9a4f9474330b7b008e930b5e8eec2d7bc15cb94ea47e0a93dcf951
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\pilot-07\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\pilot-07\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,1335,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\latest\atmosphere-assets\backgrounds\aurora-slate-veil.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\latest\atmosphere-assets\backgrounds\aurora-slate-veil.svg,1191,7eacb0164fe1c392c9dcb71a0e08ac184ce6b5698e841b7f201577c6656898be
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\latest\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\latest\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,2520,6ddc58de617baef084ab591d6d778bce59a7e96ab67d348a37a31309aa74824a
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\latest\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\latest\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,2918510,ba047f42db7038f9930a9473b73cffb9fe54fcd10c2b8e4382bce65f63d9171c
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\latest\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\latest\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,959,6ab40acf7fa6360d5dd65346b6046490f93d4072d37a519ec01d7a61795f9a5a
